precinctid,municipality_district,Contest Name,contest_base,contest_party,Candidate Name,Votes
02055-1,Bensalem Twp. Upper 5,BENSALEM TOWNSHIP UPPER 5 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 5 COMMITTEEPERSON,Dem,Write-in,9
02055-1,Bensalem Twp. Upper 5,BENSALEM TOWNSHIP UPPER 5 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 5 COMMITTEEWOMAN,Rep,Amy K. Mari,84
02055-1,Bensalem Twp. Upper 5,BENSALEM TOWNSHIP UPPER 5 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 5 COMMITTEEWOMAN,Rep,Write-in,1
02056-1,Bensalem Twp. Upper 6,BENSALEM TOWNSHIP UPPER 6 COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER 6 COMMITTEEMAN,Rep,John Coyle,63
02056-1,Bensalem Twp. Upper 6,BENSALEM TOWNSHIP UPPER 6 COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER 6 COMMITTEEMAN,Rep,Write-in,3
02056-1,Bensalem Twp. Upper 6,BENSALEM TOWNSHIP UPPER 6 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 6 COMMITTEEPERSON,Dem,Kerry Lubin,127
02056-1,Bensalem Twp. Upper 6,BENSALEM TOWNSHIP UPPER 6 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 6 COMMITTEEPERSON,Dem,Write-in,0
02056-1,Bensalem Twp. Upper 6,BENSALEM TOWNSHIP UPPER 6 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 6 COMMITTEEWOMAN,Rep,Mary Ann Griffin,66
02056-1,Bensalem Twp. Upper 6,BENSALEM TOWNSHIP UPPER 6 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 6 COMMITTEEWOMAN,Rep,Write-in,2
02057-1,Bensalem Twp. Upper 7,BENSALEM TOWNSHIP UPPER 7 COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER 7 COMMITTEEMAN,Rep,Kevin Wilson,57
02057-1,Bensalem Twp. Upper 7,BENSALEM TOWNSHIP UPPER 7 COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER 7 COMMITTEEMAN,Rep,Write-in,4
02057-1,Bensalem Twp. Upper 7,BENSALEM TOWNSHIP UPPER 7 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 7 COMMITTEEPERSON,Dem,Write-in,15
02057-1,Bensalem Twp. Upper 7,BENSALEM TOWNSHIP UPPER 7 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 7 COMMITTEEWOMAN,Rep,Abby Koss,77
02057-1,Bensalem Twp. Upper 7,BENSALEM TOWNSHIP UPPER 7 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 7 COMMITTEEWOMAN,Rep,Write-in,3
02058-1,Bensalem Twp. Upper 8,BENSALEM TOWNSHIP UPPER 8 COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER 8 COMMITTEEMAN,Rep,Shawn Cannon,60
02058-1,Bensalem Twp. Upper 8,BENSALEM TOWNSHIP UPPER 8 COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER 8 COMMITTEEMAN,Rep,Write-in,1
02058-1,Bensalem Twp. Upper 8,BENSALEM TOWNSHIP UPPER 8 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 8 COMMITTEEPERSON,Dem,Cathy Dress,140
02058-1,Bensalem Twp. Upper 8,BENSALEM TOWNSHIP UPPER 8 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 8 COMMITTEEPERSON,Dem,Scott Endicter,117
02058-1,Bensalem Twp. Upper 8,BENSALEM TOWNSHIP UPPER 8 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 8 COMMITTEEPERSON,Dem,Write-in,4
02058-1,Bensalem Twp. Upper 8,BENSALEM TOWNSHIP UPPER 8 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 8 COMMITTEEWOMAN,Rep,Michelle Benitez,76
02058-1,Bensalem Twp. Upper 8,BENSALEM TOWNSHIP UPPER 8 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 8 COMMITTEEWOMAN,Rep,Write-in,2
02059-1,Bensalem Twp. Upper 9,BENSALEM TOWNSHIP UPPER 9 COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER 9 COMMITTEEMAN,Rep,John Juergensen,95
02059-1,Bensalem Twp. Upper 9,BENSALEM TOWNSHIP UPPER 9 COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER 9 COMMITTEEMAN,Rep,Write-in,6
02059-1,Bensalem Twp. Upper 9,BENSALEM TOWNSHIP UPPER 9 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 9 COMMITTEEPERSON,Dem,Elly McNelis,203
02059-1,Bensalem Twp. Upper 9,BENSALEM TOWNSHIP UPPER 9 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 9 COMMITTEEPERSON,Dem,Jason Mulvey,172
02059-1,Bensalem Twp. Upper 9,BENSALEM TOWNSHIP UPPER 9 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 9 COMMITTEEPERSON,Dem,Write-in,0
02059-1,Bensalem Twp. Upper 9,BENSALEM TOWNSHIP UPPER 9 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 9 COMMITTEEWOMAN,Rep,Write-in,12
02040-1,Bensalem Twp. Upper West,BENSALEM TOWNSHIP UPPER WEST COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER WEST COMMITTEEMAN,Rep,Rick McCarty,111
02040-1,Bensalem Twp. Upper West,BENSALEM TOWNSHIP UPPER WEST COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER WEST COMMITTEEMAN,Rep,Write-in,3
02040-1,Bensalem Twp. Upper West,BENSALEM TOWNSHIP UPPER WEST COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER WEST COMMITTEEPERSON,Dem,Write-in,9
02040-1,Bensalem Twp. Upper West,BENSALEM TOWNSHIP UPPER WEST COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER WEST COMMITTEEWOMAN,Rep,Nancy McCarty,125
02040-1,Bensalem Twp. Upper West,BENSALEM TOWNSHIP UPPER WEST COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER WEST COMMITTEEWOMAN,Rep,Write-in,1
03000-1,Bridgeton Twp.,BRIDGETON TOWNSHIP COMMITTEEMAN (Rep),BRIDGETON TOWNSHIP COMMITTEEMAN,Rep,Gary Sholtis,75
03000-1,Bridgeton Twp.,BRIDGETON TOWNSHIP COMMITTEEMAN (Rep),BRIDGETON TOWNSHIP COMMITTEEMAN,Rep,Write-in,0
03000-1,Bridgeton Twp.,BRIDGETON TOWNSHIP COMMITTEEPERSON (Dem),BRIDGETON TOWNSHIP COMMITTEEPERSON,Dem,Nancy Pontier,106
03000-1,Bridgeton Twp.,BRIDGETON TOWNSHIP COMMITTEEPERSON (Dem),BRIDGETON TOWNSHIP COMMITTEEPERSON,Dem,Triste Longcore,104
03000-1,Bridgeton Twp.,BRIDGETON TOWNSHIP COMMITTEEPERSON (Dem),BRIDGETON TOWNSHIP COMMITTEEPERSON,Dem,Write-in,3
03000-1,Bridgeton Twp.,BRIDGETON TOWNSHIP COMMITTEEWOMAN (Rep),BRIDGETON TOWNSHIP COMMITTEEWOMAN,Rep,Jeanette Cobb,81
03000-1,Bridgeton Twp.,BRIDGETON TOWNSHIP COMMITTEEWOMAN (Rep),BRIDGETON TOWNSHIP COMMITTEEWOMAN,Rep,Write-in,0
04021-1,Bristol Borough East 1,BRISTOL BOROUGH EAST 1 COMMITTEEMAN (Rep),BRISTOL BOROUGH EAST 1 COMMITTEEMAN,Rep,Write-in,6
04021-1,Bristol Borough East 1,BRISTOL BOROUGH EAST 1 COMMITTEEPERSON (Dem),BRISTOL BOROUGH EAST 1 COMMITTEEPERSON,Dem,Write-in,22
04021-1,Bristol Borough East 1,BRISTOL BOROUGH EAST 1 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH EAST 1 COMMITTEEWOMAN,Rep,Write-in,5
04022-1,Bristol Borough East 2,BRISTOL BOROUGH EAST 2 COMMITTEEMAN (Rep),BRISTOL BOROUGH EAST 2 COMMITTEEMAN,Rep,Write-in,2
04022-1,Bristol Borough East 2,BRISTOL BOROUGH EAST 2 COMMITTEEPERSON (Dem),BRISTOL BOROUGH EAST 2 COMMITTEEPERSON,Dem,Write-in,17
04022-1,Bristol Borough East 2,BRISTOL BOROUGH EAST 2 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH EAST 2 COMMITTEEWOMAN,Rep,Write-in,2
04011-1,Bristol Borough North 1,BRISTOL BOROUGH NORTH 1 COMMITTEEMAN (Rep),BRISTOL BOROUGH NORTH 1 COMMITTEEMAN,Rep,Edward Montero,26
04011-1,Bristol Borough North 1,BRISTOL BOROUGH NORTH 1 COMMITTEEMAN (Rep),BRISTOL BOROUGH NORTH 1 COMMITTEEMAN,Rep,Write-in,0
04011-1,Bristol Borough North 1,BRISTOL BOROUGH NORTH 1 COMMITTEEPERSON (Dem),BRISTOL BOROUGH NORTH 1 COMMITTEEPERSON,Dem,Write-in,14
04011-1,Bristol Borough North 1,BRISTOL BOROUGH NORTH 1 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH NORTH 1 COMMITTEEWOMAN,Rep,Cathy Montero,23
04011-1,Bristol Borough North 1,BRISTOL BOROUGH NORTH 1 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH NORTH 1 COMMITTEEWOMAN,Rep,Write-in,0
04012-1,Bristol Borough North 2,BRISTOL BOROUGH NORTH 2 COMMITTEEMAN (Rep),BRISTOL BOROUGH NORTH 2 COMMITTEEMAN,Rep,Write-in,6
04012-1,Bristol Borough North 2,BRISTOL BOROUGH NORTH 2 COMMITTEEPERSON (Dem),BRISTOL BOROUGH NORTH 2 COMMITTEEPERSON,Dem,Write-in,6
04012-1,Bristol Borough North 2,BRISTOL BOROUGH NORTH 2 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH NORTH 2 COMMITTEEWOMAN,Rep,Write-in,5
04041-1,Bristol Borough South 1,BRISTOL BOROUGH SOUTH 1 COMMITTEEMAN (Rep),BRISTOL BOROUGH SOUTH 1 COMMITTEEMAN,Rep,Write-in,0
04041-1,Bristol Borough South 1,BRISTOL BOROUGH SOUTH 1 COMMITTEEPERSON (Dem),BRISTOL BOROUGH SOUTH 1 COMMITTEEPERSON,Dem,Write-in,3
04041-1,Bristol Borough South 1,BRISTOL BOROUGH SOUTH 1 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH SOUTH 1 COMMITTEEWOMAN,Rep,Write-in,0
04042-1,Bristol Borough South 2,BRISTOL BOROUGH SOUTH 2 COMMITTEEMAN (Rep),BRISTOL BOROUGH SOUTH 2 COMMITTEEMAN,Rep,Write-in,2
04042-1,Bristol Borough South 2,BRISTOL BOROUGH SOUTH 2 COMMITTEEPERSON (Dem),BRISTOL BOROUGH SOUTH 2 COMMITTEEPERSON,Dem,Write-in,8
04042-1,Bristol Borough South 2,BRISTOL BOROUGH SOUTH 2 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH SOUTH 2 COMMITTEEWOMAN,Rep,Write-in,0
04043-1,Bristol Borough South 3,BRISTOL BOROUGH SOUTH 3 COMMITTEEMAN (Rep),BRISTOL BOROUGH SOUTH 3 COMMITTEEMAN,Rep,Christopher J. Bee,21
04043-1,Bristol Borough South 3,BRISTOL BOROUGH SOUTH 3 COMMITTEEMAN (Rep),BRISTOL BOROUGH SOUTH 3 COMMITTEEMAN,Rep,Write-in,0
04043-1,Bristol Borough South 3,BRISTOL BOROUGH SOUTH 3 COMMITTEEPERSON (Dem),BRISTOL BOROUGH SOUTH 3 COMMITTEEPERSON,Dem,Write-in,1
04043-1,Bristol Borough South 3,BRISTOL BOROUGH SOUTH 3 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH SOUTH 3 COMMITTEEWOMAN,Rep,Write-in,1
04031-1,Bristol Borough West 1,BRISTOL BOROUGH WEST 1 COMMITTEEMAN (Rep),BRISTOL BOROUGH WEST 1 COMMITTEEMAN,Rep,Mason A. Shope,11
04031-1,Bristol Borough West 1,BRISTOL BOROUGH WEST 1 COMMITTEEMAN (Rep),BRISTOL BOROUGH WEST 1 COMMITTEEMAN,Rep,Write-in,2
04031-1,Bristol Borough West 1,BRISTOL BOROUGH WEST 1 COMMITTEEPERSON (Dem),BRISTOL BOROUGH WEST 1 COMMITTEEPERSON,Dem,Write-in,3
04031-1,Bristol Borough West 1,BRISTOL BOROUGH WEST 1 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH WEST 1 COMMITTEEWOMAN,Rep,Brittany Shope,11
04031-1,Bristol Borough West 1,BRISTOL BOROUGH WEST 1 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH WEST 1 COMMITTEEWOMAN,Rep,Write-in,1
04032-1,Bristol Borough West 2,BRISTOL BOROUGH WEST 2 COMMITTEEMAN (Rep),BRISTOL BOROUGH WEST 2 COMMITTEEMAN,Rep,James R. Hogan,28
04032-1,Bristol Borough West 2,BRISTOL BOROUGH WEST 2 COMMITTEEMAN (Rep),BRISTOL BOROUGH WEST 2 COMMITTEEMAN,Rep,Write-in,0
04032-1,Bristol Borough West 2,BRISTOL BOROUGH WEST 2 COMMITTEEPERSON (Dem),BRISTOL BOROUGH WEST 2 COMMITTEEPERSON,Dem,Write-in,8
04032-1,Bristol Borough West 2,BRISTOL BOROUGH WEST 2 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH WEST 2 COMMITTEEWOMAN,Rep,Dawn M. Hogan,30
04032-1,Bristol Borough West 2,BRISTOL BOROUGH WEST 2 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH WEST 2 COMMITTEEWOMAN,Rep,Write-in,0
04033-1,Bristol Borough West 3,BRISTOL BOROUGH WEST 3 COMMITTEEMAN (Rep),BRISTOL BOROUGH WEST 3 COMMITTEEMAN,Rep,Write-in,0
04033-1,Bristol Borough West 3,BRISTOL BOROUGH WEST 3 COMMITTEEPERSON (Dem),BRISTOL BOROUGH WEST 3 COMMITTEEPERSON,Dem,Write-in,6
04033-1,Bristol Borough West 3,BRISTOL BOROUGH WEST 3 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH WEST 3 COMMITTEEWOMAN,Rep,Regina D.M. Karluah,18
04033-1,Bristol Borough West 3,BRISTOL BOROUGH WEST 3 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH WEST 3 COMMITTEEWOMAN,Rep,Write-in,0
05082-1,Bristol Twp. 8 - 2,BRISTOL TOWNSHIP  8-2 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP  8-2 COMMITTEEPERSON,Dem,Robert R. Mason,198
05082-1,Bristol Twp. 8 - 2,BRISTOL TOWNSHIP  8-2 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP  8-2 COMMITTEEPERSON,Dem,Write-in,2
05011-1,Bristol Twp. 1 - 1,BRISTOL TOWNSHIP 1-1 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 1-1 COMMITTEEMAN,Rep,James Lamantia,81
05011-1,Bristol Twp. 1 - 1,BRISTOL TOWNSHIP 1-1 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 1-1 COMMITTEEMAN,Rep,Write-in,1
05011-1,Bristol Twp. 1 - 1,BRISTOL TOWNSHIP 1-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 1-1 COMMITTEEPERSON,Dem,Write-in,10
05011-1,Bristol Twp. 1 - 1,BRISTOL TOWNSHIP 1-1 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 1-1 COMMITTEEWOMAN,Rep,Write-in,7
05012-1,Bristol Twp. 1 - 2,BRISTOL TOWNSHIP 1-2 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 1-2 COMMITTEEMAN,Rep,Scott Smith,68
05012-1,Bristol Twp. 1 - 2,BRISTOL TOWNSHIP 1-2 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 1-2 COMMITTEEMAN,Rep,Write-in,1
05012-1,Bristol Twp. 1 - 2,BRISTOL TOWNSHIP 1-2 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 1-2 COMMITTEEPERSON,Dem,"John A. Greer, III",101
05012-1,Bristol Twp. 1 - 2,BRISTOL TOWNSHIP 1-2 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 1-2 COMMITTEEPERSON,Dem,Write-in,2
05012-1,Bristol Twp. 1 - 2,BRISTOL TOWNSHIP 1-2 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 1-2 COMMITTEEWOMAN,Rep,Liliana Smith,69
05012-1,Bristol Twp. 1 - 2,BRISTOL TOWNSHIP 1-2 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 1-2 COMMITTEEWOMAN,Rep,Write-in,2
05013-1,Bristol Twp. 1 - 3,BRISTOL TOWNSHIP 1-3 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 1-3 COMMITTEEMAN,Rep,Mark Kolesar,48
05013-1,Bristol Twp. 1 - 3,BRISTOL TOWNSHIP 1-3 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 1-3 COMMITTEEMAN,Rep,Write-in,2
05013-1,Bristol Twp. 1 - 3,BRISTOL TOWNSHIP 1-3 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 1-3 COMMITTEEPERSON,Dem,Write-in,21
05013-1,Bristol Twp. 1 - 3,BRISTOL TOWNSHIP 1-3 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 1-3 COMMITTEEWOMAN,Rep,Andrea Winstanley,51
05013-1,Bristol Twp. 1 - 3,BRISTOL TOWNSHIP 1-3 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 1-3 COMMITTEEWOMAN,Rep,Write-in,5
05101-1,Bristol Twp. 10 - 1,BRISTOL TOWNSHIP 10-1 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 10-1 COMMITTEEMAN,Rep,Jonathan Watson,70
05101-1,Bristol Twp. 10 - 1,BRISTOL TOWNSHIP 10-1 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 10-1 COMMITTEEMAN,Rep,Write-in,0
05101-1,Bristol Twp. 10 - 1,BRISTOL TOWNSHIP 10-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 10-1 COMMITTEEPERSON,Dem,Brian Dougherty,94
05101-1,Bristol Twp. 10 - 1,BRISTOL TOWNSHIP 10-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 10-1 COMMITTEEPERSON,Dem,Drew DiDonato,99
05101-1,Bristol Twp. 10 - 1,BRISTOL TOWNSHIP 10-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 10-1 COMMITTEEPERSON,Dem,Write-in,0
05101-1,Bristol Twp. 10 - 1,BRISTOL TOWNSHIP 10-1 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 10-1 COMMITTEEWOMAN,Rep,Barbara Garwood,69
05101-1,Bristol Twp. 10 - 1,BRISTOL TOWNSHIP 10-1 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 10-1 COMMITTEEWOMAN,Rep,Write-in,1
05102-1,Bristol Twp. 10 - 2,BRISTOL TOWNSHIP 10-2 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 10-2 COMMITTEEMAN,Rep,Tom Lyons,28
05102-1,Bristol Twp. 10 - 2,BRISTOL TOWNSHIP 10-2 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 10-2 COMMITTEEMAN,Rep,Write-in,4
05102-1,Bristol Twp. 10 - 2,BRISTOL TOWNSHIP 10-2 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 10-2 COMMITTEEPERSON,Dem,Write-in,6
05102-1,Bristol Twp. 10 - 2,BRISTOL TOWNSHIP 10-2 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 10-2 COMMITTEEWOMAN,Rep,Charlene McCaw,30
05102-1,Bristol Twp. 10 - 2,BRISTOL TOWNSHIP 10-2 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 10-2 COMMITTEEWOMAN,Rep,Write-in,4
05103-1,Bristol Twp. 10 - 3,BRISTOL TOWNSHIP 10-3 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 10-3 COMMITTEEMAN,Rep,Joseph Montero,60
05103-1,Bristol Twp. 10 - 3,BRISTOL TOWNSHIP 10-3 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 10-3 COMMITTEEMAN,Rep,Write-in,0
05103-1,Bristol Twp. 10 - 3,BRISTOL TOWNSHIP 10-3 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 10-3 COMMITTEEPERSON,Dem,Gary Masino,76
05103-1,Bristol Twp. 10 - 3,BRISTOL TOWNSHIP 10-3 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 10-3 COMMITTEEPERSON,Dem,Stephen R. Lang,87
05103-1,Bristol Twp. 10 - 3,BRISTOL TOWNSHIP 10-3 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 10-3 COMMITTEEPERSON,Dem,Write-in,20
05103-1,Bristol Twp. 10 - 3,BRISTOL TOWNSHIP 10-3 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 10-3 COMMITTEEWOMAN,Rep,Erika Montero,63
05103-1,Bristol Twp. 10 - 3,BRISTOL TOWNSHIP 10-3 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 10-3 COMMITTEEWOMAN,Rep,Write-in,1
05111-1,Bristol Twp. 11 - 1,BRISTOL TOWNSHIP 11-1 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 11-1 COMMITTEEMAN,Rep,Joe Mitchener,69
05111-1,Bristol Twp. 11 - 1,BRISTOL TOWNSHIP 11-1 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 11-1 COMMITTEEMAN,Rep,Write-in,5
05111-1,Bristol Twp. 11 - 1,BRISTOL TOWNSHIP 11-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 11-1 COMMITTEEPERSON,Dem,Rebecca Ann Cooper,155
05111-1,Bristol Twp. 11 - 1,BRISTOL TOWNSHIP 11-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 11-1 COMMITTEEPERSON,Dem,Write-in,4
05111-1,Bristol Twp. 11 - 1,BRISTOL TOWNSHIP 11-1 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 11-1 COMMITTEEWOMAN,Rep,Emily Mitchener,86
05111-1,Bristol Twp. 11 - 1,BRISTOL TOWNSHIP 11-1 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 11-1 COMMITTEEWOMAN,Rep,Write-in,3
05112-1,Bristol Twp. 11 - 2,BRISTOL TOWNSHIP 11-2 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 11-2 COMMITTEEMAN,Rep,Charles W. Tyrrell,26
05112-1,Bristol Twp. 11 - 2,BRISTOL TOWNSHIP 11-2 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 11-2 COMMITTEEMAN,Rep,Thomas J. Donahue,70
05112-1,Bristol Twp. 11 - 2,BRISTOL TOWNSHIP 11-2 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 11-2 COMMITTEEMAN,Rep,Write-in,2
05112-1,Bristol Twp. 11 - 2,BRISTOL TOWNSHIP 11-2 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 11-2 COMMITTEEPERSON,Dem,Gallus Obert,178
05112-1,Bristol Twp. 11 - 2,BRISTOL TOWNSHIP 11-2 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 11-2 COMMITTEEPERSON,Dem,Write-in,3
05112-1,Bristol Twp. 11 - 2,BRISTOL TOWNSHIP 11-2 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 11-2 COMMITTEEWOMAN,Rep,Debbie Bonczyk,53
05112-1,Bristol Twp. 11 - 2,BRISTOL TOWNSHIP 11-2 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 11-2 COMMITTEEWOMAN,Rep,Mary Ann Conger,46
05112-1,Bristol Twp. 11 - 2,BRISTOL TOWNSHIP 11-2 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 11-2 COMMITTEEWOMAN,Rep,Write-in,1
05021-1,Bristol Twp. 2 - 1,BRISTOL TOWNSHIP 2-1 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 2-1 COMMITTEEMAN,Rep,Write-in,3
05021-1,Bristol Twp. 2 - 1,BRISTOL TOWNSHIP 2-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 2-1 COMMITTEEPERSON,Dem,Christine Dean,104
05021-1,Bristol Twp. 2 - 1,BRISTOL TOWNSHIP 2-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 2-1 COMMITTEEPERSON,Dem,Craig Bowen,102
05021-1,Bristol Twp. 2 - 1,BRISTOL TOWNSHIP 2-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 2-1 COMMITTEEPERSON,Dem,Write-in,0
05021-1,Bristol Twp. 2 - 1,BRISTOL TOWNSHIP 2-1 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 2-1 COMMITTEEWOMAN,Rep,Write-in,3
05022-1,Bristol Twp. 2 - 2,BRISTOL TOWNSHIP 2-2 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 2-2 COMMITTEEMAN,Rep,Write-in,1
05022-1,Bristol Twp. 2 - 2,BRISTOL TOWNSHIP 2-2 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 2-2 COMMITTEEPERSON,Dem,Write-in,3
05022-1,Bristol Twp. 2 - 2,BRISTOL TOWNSHIP 2-2 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 2-2 COMMITTEEWOMAN,Rep,Write-in,0
05023-1,Bristol Twp. 2 - 3,BRISTOL TOWNSHIP 2-3 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 2-3 COMMITTEEMAN,Rep,Write-in,5
05023-1,Bristol Twp. 2 - 3,BRISTOL TOWNSHIP 2-3 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 2-3 COMMITTEEPERSON,Dem,Jailan Elsarha,111
05023-1,Bristol Twp. 2 - 3,BRISTOL TOWNSHIP 2-3 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 2-3 COMMITTEEPERSON,Dem,Write-in,0
05023-1,Bristol Twp. 2 - 3,BRISTOL TOWNSHIP 2-3 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 2-3 COMMITTEEWOMAN,Rep,Michele Schwab,39
05023-1,Bristol Twp. 2 - 3,BRISTOL TOWNSHIP 2-3 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 2-3 COMMITTEEWOMAN,Rep,Write-in,3
05031-1,Bristol Twp. 3 - 1,BRISTOL TOWNSHIP 3-1 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 3-1 COMMITTEEMAN,Rep,Write-in,9
05031-1,Bristol Twp. 3 - 1,BRISTOL TOWNSHIP 3-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 3-1 COMMITTEEPERSON,Dem,Andrea L. Randolph,132
