precinctid,municipality_district,Contest Name,contest_base,contest_party,Candidate Name,Votes
02055-1,Bensalem Twp. Upper 5,BENSALEM TOWNSHIP UPPER 5 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 5 COMMITTEEPERSON,Dem,Write-in,4
02055-1,Bensalem Twp. Upper 5,BENSALEM TOWNSHIP UPPER 5 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 5 COMMITTEEWOMAN,Rep,Amy K. Mari,25
02055-1,Bensalem Twp. Upper 5,BENSALEM TOWNSHIP UPPER 5 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 5 COMMITTEEWOMAN,Rep,Write-in,0
02056-1,Bensalem Twp. Upper 6,BENSALEM TOWNSHIP UPPER 6 COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER 6 COMMITTEEMAN,Rep,John Coyle,14
02056-1,Bensalem Twp. Upper 6,BENSALEM TOWNSHIP UPPER 6 COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER 6 COMMITTEEMAN,Rep,Write-in,0
02056-1,Bensalem Twp. Upper 6,BENSALEM TOWNSHIP UPPER 6 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 6 COMMITTEEPERSON,Dem,Kerry Lubin,51
02056-1,Bensalem Twp. Upper 6,BENSALEM TOWNSHIP UPPER 6 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 6 COMMITTEEPERSON,Dem,Write-in,0
02056-1,Bensalem Twp. Upper 6,BENSALEM TOWNSHIP UPPER 6 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 6 COMMITTEEWOMAN,Rep,Mary Ann Griffin,15
02056-1,Bensalem Twp. Upper 6,BENSALEM TOWNSHIP UPPER 6 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 6 COMMITTEEWOMAN,Rep,Write-in,0
02057-1,Bensalem Twp. Upper 7,BENSALEM TOWNSHIP UPPER 7 COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER 7 COMMITTEEMAN,Rep,Kevin Wilson,24
02057-1,Bensalem Twp. Upper 7,BENSALEM TOWNSHIP UPPER 7 COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER 7 COMMITTEEMAN,Rep,Write-in,0
02057-1,Bensalem Twp. Upper 7,BENSALEM TOWNSHIP UPPER 7 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 7 COMMITTEEPERSON,Dem,Write-in,7
02057-1,Bensalem Twp. Upper 7,BENSALEM TOWNSHIP UPPER 7 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 7 COMMITTEEWOMAN,Rep,Abby Koss,25
02057-1,Bensalem Twp. Upper 7,BENSALEM TOWNSHIP UPPER 7 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 7 COMMITTEEWOMAN,Rep,Write-in,0
02058-1,Bensalem Twp. Upper 8,BENSALEM TOWNSHIP UPPER 8 COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER 8 COMMITTEEMAN,Rep,Shawn Cannon,15
02058-1,Bensalem Twp. Upper 8,BENSALEM TOWNSHIP UPPER 8 COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER 8 COMMITTEEMAN,Rep,Write-in,0
02058-1,Bensalem Twp. Upper 8,BENSALEM TOWNSHIP UPPER 8 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 8 COMMITTEEPERSON,Dem,Cathy Dress,64
02058-1,Bensalem Twp. Upper 8,BENSALEM TOWNSHIP UPPER 8 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 8 COMMITTEEPERSON,Dem,Scott Endicter,56
02058-1,Bensalem Twp. Upper 8,BENSALEM TOWNSHIP UPPER 8 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 8 COMMITTEEPERSON,Dem,Write-in,4
02058-1,Bensalem Twp. Upper 8,BENSALEM TOWNSHIP UPPER 8 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 8 COMMITTEEWOMAN,Rep,Michelle Benitez,17
02058-1,Bensalem Twp. Upper 8,BENSALEM TOWNSHIP UPPER 8 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 8 COMMITTEEWOMAN,Rep,Write-in,0
02059-1,Bensalem Twp. Upper 9,BENSALEM TOWNSHIP UPPER 9 COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER 9 COMMITTEEMAN,Rep,John Juergensen,42
02059-1,Bensalem Twp. Upper 9,BENSALEM TOWNSHIP UPPER 9 COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER 9 COMMITTEEMAN,Rep,Write-in,0
02059-1,Bensalem Twp. Upper 9,BENSALEM TOWNSHIP UPPER 9 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 9 COMMITTEEPERSON,Dem,Elly McNelis,105
02059-1,Bensalem Twp. Upper 9,BENSALEM TOWNSHIP UPPER 9 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 9 COMMITTEEPERSON,Dem,Jason Mulvey,91
02059-1,Bensalem Twp. Upper 9,BENSALEM TOWNSHIP UPPER 9 COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER 9 COMMITTEEPERSON,Dem,Write-in,0
02059-1,Bensalem Twp. Upper 9,BENSALEM TOWNSHIP UPPER 9 COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER 9 COMMITTEEWOMAN,Rep,Write-in,3
02040-1,Bensalem Twp. Upper West,BENSALEM TOWNSHIP UPPER WEST COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER WEST COMMITTEEMAN,Rep,Rick McCarty,25
02040-1,Bensalem Twp. Upper West,BENSALEM TOWNSHIP UPPER WEST COMMITTEEMAN (Rep),BENSALEM TOWNSHIP UPPER WEST COMMITTEEMAN,Rep,Write-in,2
02040-1,Bensalem Twp. Upper West,BENSALEM TOWNSHIP UPPER WEST COMMITTEEPERSON (Dem),BENSALEM TOWNSHIP UPPER WEST COMMITTEEPERSON,Dem,Write-in,2
02040-1,Bensalem Twp. Upper West,BENSALEM TOWNSHIP UPPER WEST COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER WEST COMMITTEEWOMAN,Rep,Nancy McCarty,32
02040-1,Bensalem Twp. Upper West,BENSALEM TOWNSHIP UPPER WEST COMMITTEEWOMAN (Rep),BENSALEM TOWNSHIP UPPER WEST COMMITTEEWOMAN,Rep,Write-in,0
03000-1,Bridgeton Twp.,BRIDGETON TOWNSHIP COMMITTEEMAN (Rep),BRIDGETON TOWNSHIP COMMITTEEMAN,Rep,Gary Sholtis,13
03000-1,Bridgeton Twp.,BRIDGETON TOWNSHIP COMMITTEEMAN (Rep),BRIDGETON TOWNSHIP COMMITTEEMAN,Rep,Write-in,0
03000-1,Bridgeton Twp.,BRIDGETON TOWNSHIP COMMITTEEPERSON (Dem),BRIDGETON TOWNSHIP COMMITTEEPERSON,Dem,Nancy Pontier,40
03000-1,Bridgeton Twp.,BRIDGETON TOWNSHIP COMMITTEEPERSON (Dem),BRIDGETON TOWNSHIP COMMITTEEPERSON,Dem,Triste Longcore,43
03000-1,Bridgeton Twp.,BRIDGETON TOWNSHIP COMMITTEEPERSON (Dem),BRIDGETON TOWNSHIP COMMITTEEPERSON,Dem,Write-in,3
03000-1,Bridgeton Twp.,BRIDGETON TOWNSHIP COMMITTEEWOMAN (Rep),BRIDGETON TOWNSHIP COMMITTEEWOMAN,Rep,Jeanette Cobb,13
03000-1,Bridgeton Twp.,BRIDGETON TOWNSHIP COMMITTEEWOMAN (Rep),BRIDGETON TOWNSHIP COMMITTEEWOMAN,Rep,Write-in,0
04021-1,Bristol Borough East 1,BRISTOL BOROUGH EAST 1 COMMITTEEMAN (Rep),BRISTOL BOROUGH EAST 1 COMMITTEEMAN,Rep,Write-in,0
04021-1,Bristol Borough East 1,BRISTOL BOROUGH EAST 1 COMMITTEEPERSON (Dem),BRISTOL BOROUGH EAST 1 COMMITTEEPERSON,Dem,Write-in,6
04021-1,Bristol Borough East 1,BRISTOL BOROUGH EAST 1 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH EAST 1 COMMITTEEWOMAN,Rep,Write-in,0
04022-1,Bristol Borough East 2,BRISTOL BOROUGH EAST 2 COMMITTEEMAN (Rep),BRISTOL BOROUGH EAST 2 COMMITTEEMAN,Rep,Write-in,0
04022-1,Bristol Borough East 2,BRISTOL BOROUGH EAST 2 COMMITTEEPERSON (Dem),BRISTOL BOROUGH EAST 2 COMMITTEEPERSON,Dem,Write-in,5
04022-1,Bristol Borough East 2,BRISTOL BOROUGH EAST 2 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH EAST 2 COMMITTEEWOMAN,Rep,Write-in,0
04011-1,Bristol Borough North 1,BRISTOL BOROUGH NORTH 1 COMMITTEEMAN (Rep),BRISTOL BOROUGH NORTH 1 COMMITTEEMAN,Rep,Edward Montero,1
04011-1,Bristol Borough North 1,BRISTOL BOROUGH NORTH 1 COMMITTEEMAN (Rep),BRISTOL BOROUGH NORTH 1 COMMITTEEMAN,Rep,Write-in,0
04011-1,Bristol Borough North 1,BRISTOL BOROUGH NORTH 1 COMMITTEEPERSON (Dem),BRISTOL BOROUGH NORTH 1 COMMITTEEPERSON,Dem,Write-in,8
04011-1,Bristol Borough North 1,BRISTOL BOROUGH NORTH 1 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH NORTH 1 COMMITTEEWOMAN,Rep,Cathy Montero,1
04011-1,Bristol Borough North 1,BRISTOL BOROUGH NORTH 1 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH NORTH 1 COMMITTEEWOMAN,Rep,Write-in,0
04012-1,Bristol Borough North 2,BRISTOL BOROUGH NORTH 2 COMMITTEEMAN (Rep),BRISTOL BOROUGH NORTH 2 COMMITTEEMAN,Rep,Write-in,1
04012-1,Bristol Borough North 2,BRISTOL BOROUGH NORTH 2 COMMITTEEPERSON (Dem),BRISTOL BOROUGH NORTH 2 COMMITTEEPERSON,Dem,Write-in,1
04012-1,Bristol Borough North 2,BRISTOL BOROUGH NORTH 2 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH NORTH 2 COMMITTEEWOMAN,Rep,Write-in,1
04041-1,Bristol Borough South 1,BRISTOL BOROUGH SOUTH 1 COMMITTEEMAN (Rep),BRISTOL BOROUGH SOUTH 1 COMMITTEEMAN,Rep,Write-in,0
04041-1,Bristol Borough South 1,BRISTOL BOROUGH SOUTH 1 COMMITTEEPERSON (Dem),BRISTOL BOROUGH SOUTH 1 COMMITTEEPERSON,Dem,Write-in,0
04041-1,Bristol Borough South 1,BRISTOL BOROUGH SOUTH 1 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH SOUTH 1 COMMITTEEWOMAN,Rep,Write-in,0
04042-1,Bristol Borough South 2,BRISTOL BOROUGH SOUTH 2 COMMITTEEMAN (Rep),BRISTOL BOROUGH SOUTH 2 COMMITTEEMAN,Rep,Write-in,0
04042-1,Bristol Borough South 2,BRISTOL BOROUGH SOUTH 2 COMMITTEEPERSON (Dem),BRISTOL BOROUGH SOUTH 2 COMMITTEEPERSON,Dem,Write-in,0
04042-1,Bristol Borough South 2,BRISTOL BOROUGH SOUTH 2 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH SOUTH 2 COMMITTEEWOMAN,Rep,Write-in,0
04043-1,Bristol Borough South 3,BRISTOL BOROUGH SOUTH 3 COMMITTEEMAN (Rep),BRISTOL BOROUGH SOUTH 3 COMMITTEEMAN,Rep,Christopher J. Bee,4
04043-1,Bristol Borough South 3,BRISTOL BOROUGH SOUTH 3 COMMITTEEMAN (Rep),BRISTOL BOROUGH SOUTH 3 COMMITTEEMAN,Rep,Write-in,0
04043-1,Bristol Borough South 3,BRISTOL BOROUGH SOUTH 3 COMMITTEEPERSON (Dem),BRISTOL BOROUGH SOUTH 3 COMMITTEEPERSON,Dem,Write-in,1
04043-1,Bristol Borough South 3,BRISTOL BOROUGH SOUTH 3 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH SOUTH 3 COMMITTEEWOMAN,Rep,Write-in,1
04031-1,Bristol Borough West 1,BRISTOL BOROUGH WEST 1 COMMITTEEMAN (Rep),BRISTOL BOROUGH WEST 1 COMMITTEEMAN,Rep,Mason A. Shope,4
04031-1,Bristol Borough West 1,BRISTOL BOROUGH WEST 1 COMMITTEEMAN (Rep),BRISTOL BOROUGH WEST 1 COMMITTEEMAN,Rep,Write-in,1
04031-1,Bristol Borough West 1,BRISTOL BOROUGH WEST 1 COMMITTEEPERSON (Dem),BRISTOL BOROUGH WEST 1 COMMITTEEPERSON,Dem,Write-in,3
04031-1,Bristol Borough West 1,BRISTOL BOROUGH WEST 1 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH WEST 1 COMMITTEEWOMAN,Rep,Brittany Shope,4
04031-1,Bristol Borough West 1,BRISTOL BOROUGH WEST 1 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH WEST 1 COMMITTEEWOMAN,Rep,Write-in,1
04032-1,Bristol Borough West 2,BRISTOL BOROUGH WEST 2 COMMITTEEMAN (Rep),BRISTOL BOROUGH WEST 2 COMMITTEEMAN,Rep,James R. Hogan,12
04032-1,Bristol Borough West 2,BRISTOL BOROUGH WEST 2 COMMITTEEMAN (Rep),BRISTOL BOROUGH WEST 2 COMMITTEEMAN,Rep,Write-in,0
04032-1,Bristol Borough West 2,BRISTOL BOROUGH WEST 2 COMMITTEEPERSON (Dem),BRISTOL BOROUGH WEST 2 COMMITTEEPERSON,Dem,Write-in,2
04032-1,Bristol Borough West 2,BRISTOL BOROUGH WEST 2 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH WEST 2 COMMITTEEWOMAN,Rep,Dawn M. Hogan,11
04032-1,Bristol Borough West 2,BRISTOL BOROUGH WEST 2 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH WEST 2 COMMITTEEWOMAN,Rep,Write-in,0
04033-1,Bristol Borough West 3,BRISTOL BOROUGH WEST 3 COMMITTEEMAN (Rep),BRISTOL BOROUGH WEST 3 COMMITTEEMAN,Rep,Write-in,0
04033-1,Bristol Borough West 3,BRISTOL BOROUGH WEST 3 COMMITTEEPERSON (Dem),BRISTOL BOROUGH WEST 3 COMMITTEEPERSON,Dem,Write-in,0
04033-1,Bristol Borough West 3,BRISTOL BOROUGH WEST 3 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH WEST 3 COMMITTEEWOMAN,Rep,Regina D.M. Karluah,2
04033-1,Bristol Borough West 3,BRISTOL BOROUGH WEST 3 COMMITTEEWOMAN (Rep),BRISTOL BOROUGH WEST 3 COMMITTEEWOMAN,Rep,Write-in,0
05082-1,Bristol Twp. 8 - 2,BRISTOL TOWNSHIP  8-2 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP  8-2 COMMITTEEPERSON,Dem,Robert R. Mason,86
05082-1,Bristol Twp. 8 - 2,BRISTOL TOWNSHIP  8-2 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP  8-2 COMMITTEEPERSON,Dem,Write-in,1
05011-1,Bristol Twp. 1 - 1,BRISTOL TOWNSHIP 1-1 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 1-1 COMMITTEEMAN,Rep,James Lamantia,15
05011-1,Bristol Twp. 1 - 1,BRISTOL TOWNSHIP 1-1 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 1-1 COMMITTEEMAN,Rep,Write-in,0
05011-1,Bristol Twp. 1 - 1,BRISTOL TOWNSHIP 1-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 1-1 COMMITTEEPERSON,Dem,Write-in,9
05011-1,Bristol Twp. 1 - 1,BRISTOL TOWNSHIP 1-1 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 1-1 COMMITTEEWOMAN,Rep,Write-in,3
05012-1,Bristol Twp. 1 - 2,BRISTOL TOWNSHIP 1-2 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 1-2 COMMITTEEMAN,Rep,Scott Smith,12
05012-1,Bristol Twp. 1 - 2,BRISTOL TOWNSHIP 1-2 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 1-2 COMMITTEEMAN,Rep,Write-in,0
05012-1,Bristol Twp. 1 - 2,BRISTOL TOWNSHIP 1-2 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 1-2 COMMITTEEPERSON,Dem,"John A. Greer, III",41
05012-1,Bristol Twp. 1 - 2,BRISTOL TOWNSHIP 1-2 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 1-2 COMMITTEEPERSON,Dem,Write-in,0
05012-1,Bristol Twp. 1 - 2,BRISTOL TOWNSHIP 1-2 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 1-2 COMMITTEEWOMAN,Rep,Liliana Smith,12
05012-1,Bristol Twp. 1 - 2,BRISTOL TOWNSHIP 1-2 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 1-2 COMMITTEEWOMAN,Rep,Write-in,0
05013-1,Bristol Twp. 1 - 3,BRISTOL TOWNSHIP 1-3 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 1-3 COMMITTEEMAN,Rep,Mark Kolesar,13
05013-1,Bristol Twp. 1 - 3,BRISTOL TOWNSHIP 1-3 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 1-3 COMMITTEEMAN,Rep,Write-in,0
05013-1,Bristol Twp. 1 - 3,BRISTOL TOWNSHIP 1-3 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 1-3 COMMITTEEPERSON,Dem,Write-in,13
05013-1,Bristol Twp. 1 - 3,BRISTOL TOWNSHIP 1-3 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 1-3 COMMITTEEWOMAN,Rep,Andrea Winstanley,12
05013-1,Bristol Twp. 1 - 3,BRISTOL TOWNSHIP 1-3 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 1-3 COMMITTEEWOMAN,Rep,Write-in,0
05101-1,Bristol Twp. 10 - 1,BRISTOL TOWNSHIP 10-1 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 10-1 COMMITTEEMAN,Rep,Jonathan Watson,18
05101-1,Bristol Twp. 10 - 1,BRISTOL TOWNSHIP 10-1 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 10-1 COMMITTEEMAN,Rep,Write-in,0
05101-1,Bristol Twp. 10 - 1,BRISTOL TOWNSHIP 10-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 10-1 COMMITTEEPERSON,Dem,Brian Dougherty,35
05101-1,Bristol Twp. 10 - 1,BRISTOL TOWNSHIP 10-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 10-1 COMMITTEEPERSON,Dem,Drew DiDonato,44
05101-1,Bristol Twp. 10 - 1,BRISTOL TOWNSHIP 10-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 10-1 COMMITTEEPERSON,Dem,Write-in,0
05101-1,Bristol Twp. 10 - 1,BRISTOL TOWNSHIP 10-1 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 10-1 COMMITTEEWOMAN,Rep,Barbara Garwood,19
05101-1,Bristol Twp. 10 - 1,BRISTOL TOWNSHIP 10-1 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 10-1 COMMITTEEWOMAN,Rep,Write-in,0
05102-1,Bristol Twp. 10 - 2,BRISTOL TOWNSHIP 10-2 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 10-2 COMMITTEEMAN,Rep,Tom Lyons,8
05102-1,Bristol Twp. 10 - 2,BRISTOL TOWNSHIP 10-2 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 10-2 COMMITTEEMAN,Rep,Write-in,0
05102-1,Bristol Twp. 10 - 2,BRISTOL TOWNSHIP 10-2 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 10-2 COMMITTEEPERSON,Dem,Write-in,1
05102-1,Bristol Twp. 10 - 2,BRISTOL TOWNSHIP 10-2 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 10-2 COMMITTEEWOMAN,Rep,Charlene McCaw,8
05102-1,Bristol Twp. 10 - 2,BRISTOL TOWNSHIP 10-2 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 10-2 COMMITTEEWOMAN,Rep,Write-in,0
05103-1,Bristol Twp. 10 - 3,BRISTOL TOWNSHIP 10-3 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 10-3 COMMITTEEMAN,Rep,Joseph Montero,15
05103-1,Bristol Twp. 10 - 3,BRISTOL TOWNSHIP 10-3 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 10-3 COMMITTEEMAN,Rep,Write-in,0
05103-1,Bristol Twp. 10 - 3,BRISTOL TOWNSHIP 10-3 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 10-3 COMMITTEEPERSON,Dem,Gary Masino,40
05103-1,Bristol Twp. 10 - 3,BRISTOL TOWNSHIP 10-3 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 10-3 COMMITTEEPERSON,Dem,Stephen R. Lang,34
05103-1,Bristol Twp. 10 - 3,BRISTOL TOWNSHIP 10-3 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 10-3 COMMITTEEPERSON,Dem,Write-in,2
05103-1,Bristol Twp. 10 - 3,BRISTOL TOWNSHIP 10-3 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 10-3 COMMITTEEWOMAN,Rep,Erika Montero,17
05103-1,Bristol Twp. 10 - 3,BRISTOL TOWNSHIP 10-3 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 10-3 COMMITTEEWOMAN,Rep,Write-in,0
05111-1,Bristol Twp. 11 - 1,BRISTOL TOWNSHIP 11-1 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 11-1 COMMITTEEMAN,Rep,Joe Mitchener,19
05111-1,Bristol Twp. 11 - 1,BRISTOL TOWNSHIP 11-1 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 11-1 COMMITTEEMAN,Rep,Write-in,0
05111-1,Bristol Twp. 11 - 1,BRISTOL TOWNSHIP 11-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 11-1 COMMITTEEPERSON,Dem,Rebecca Ann Cooper,84
05111-1,Bristol Twp. 11 - 1,BRISTOL TOWNSHIP 11-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 11-1 COMMITTEEPERSON,Dem,Write-in,1
05111-1,Bristol Twp. 11 - 1,BRISTOL TOWNSHIP 11-1 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 11-1 COMMITTEEWOMAN,Rep,Emily Mitchener,19
05111-1,Bristol Twp. 11 - 1,BRISTOL TOWNSHIP 11-1 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 11-1 COMMITTEEWOMAN,Rep,Write-in,0
05112-1,Bristol Twp. 11 - 2,BRISTOL TOWNSHIP 11-2 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 11-2 COMMITTEEMAN,Rep,Charles W. Tyrrell,6
05112-1,Bristol Twp. 11 - 2,BRISTOL TOWNSHIP 11-2 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 11-2 COMMITTEEMAN,Rep,Thomas J. Donahue,13
05112-1,Bristol Twp. 11 - 2,BRISTOL TOWNSHIP 11-2 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 11-2 COMMITTEEMAN,Rep,Write-in,0
05112-1,Bristol Twp. 11 - 2,BRISTOL TOWNSHIP 11-2 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 11-2 COMMITTEEPERSON,Dem,Gallus Obert,84
05112-1,Bristol Twp. 11 - 2,BRISTOL TOWNSHIP 11-2 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 11-2 COMMITTEEPERSON,Dem,Write-in,2
05112-1,Bristol Twp. 11 - 2,BRISTOL TOWNSHIP 11-2 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 11-2 COMMITTEEWOMAN,Rep,Debbie Bonczyk,10
05112-1,Bristol Twp. 11 - 2,BRISTOL TOWNSHIP 11-2 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 11-2 COMMITTEEWOMAN,Rep,Mary Ann Conger,10
05112-1,Bristol Twp. 11 - 2,BRISTOL TOWNSHIP 11-2 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 11-2 COMMITTEEWOMAN,Rep,Write-in,0
05021-1,Bristol Twp. 2 - 1,BRISTOL TOWNSHIP 2-1 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 2-1 COMMITTEEMAN,Rep,Write-in,1
05021-1,Bristol Twp. 2 - 1,BRISTOL TOWNSHIP 2-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 2-1 COMMITTEEPERSON,Dem,Christine Dean,46
05021-1,Bristol Twp. 2 - 1,BRISTOL TOWNSHIP 2-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 2-1 COMMITTEEPERSON,Dem,Craig Bowen,41
05021-1,Bristol Twp. 2 - 1,BRISTOL TOWNSHIP 2-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 2-1 COMMITTEEPERSON,Dem,Write-in,0
05021-1,Bristol Twp. 2 - 1,BRISTOL TOWNSHIP 2-1 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 2-1 COMMITTEEWOMAN,Rep,Write-in,1
05022-1,Bristol Twp. 2 - 2,BRISTOL TOWNSHIP 2-2 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 2-2 COMMITTEEMAN,Rep,Write-in,0
05022-1,Bristol Twp. 2 - 2,BRISTOL TOWNSHIP 2-2 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 2-2 COMMITTEEPERSON,Dem,Write-in,2
05022-1,Bristol Twp. 2 - 2,BRISTOL TOWNSHIP 2-2 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 2-2 COMMITTEEWOMAN,Rep,Write-in,0
05023-1,Bristol Twp. 2 - 3,BRISTOL TOWNSHIP 2-3 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 2-3 COMMITTEEMAN,Rep,Write-in,0
05023-1,Bristol Twp. 2 - 3,BRISTOL TOWNSHIP 2-3 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 2-3 COMMITTEEPERSON,Dem,Jailan Elsarha,58
05023-1,Bristol Twp. 2 - 3,BRISTOL TOWNSHIP 2-3 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 2-3 COMMITTEEPERSON,Dem,Write-in,0
05023-1,Bristol Twp. 2 - 3,BRISTOL TOWNSHIP 2-3 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 2-3 COMMITTEEWOMAN,Rep,Michele Schwab,9
05023-1,Bristol Twp. 2 - 3,BRISTOL TOWNSHIP 2-3 COMMITTEEWOMAN (Rep),BRISTOL TOWNSHIP 2-3 COMMITTEEWOMAN,Rep,Write-in,0
05031-1,Bristol Twp. 3 - 1,BRISTOL TOWNSHIP 3-1 COMMITTEEMAN (Rep),BRISTOL TOWNSHIP 3-1 COMMITTEEMAN,Rep,Write-in,2
05031-1,Bristol Twp. 3 - 1,BRISTOL TOWNSHIP 3-1 COMMITTEEPERSON (Dem),BRISTOL TOWNSHIP 3-1 COMMITTEEPERSON,Dem,Andrea L. Randolph,44
